title	link	date	author	text	comment_rbloggers
Structural Equation Modelling in R	https://www.r-bloggers.com/2009/09/structural-equation-modelling-in-r/	September 20, 2009	Jeromy Anglim		 0 Comments
RInside release 0.1.0 — and now on CRAN	https://www.r-bloggers.com/2009/09/rinside-release-0-1-0-and-now-on-cran/	September 20, 2009	Thinking inside the box	"

This release improves on the build process and should work on any sane
Unix-alike operating system. A few more examples were added or extended.
Details and the full ChangeLog are on my
RInside
page, and there is now a 
RInside
page on CRAN as well.



 "	 0 Comments
Welcome to Blogistic Reflections! (A blog created entirely in Emacs org-mode)	https://www.r-bloggers.com/2009/09/welcome-to-blogistic-reflections-a-blog-created-entirely-in-emacs-org-mode/	September 19, 2009	erikr	"
John Tukey’s preface to Exploratory Data Analysis begins with a useful rule, “It is important to understand what you can do before you learn to measure how well you seem to have done it.” When I decided I wanted to start a blog concentrating on statistics, R, and Emacs, I thought I had better learn first what I can do to make the process of generating content easier. Here, as a meta first post, I present how I used Emacs, R, and other technologies to produce the output you are reading here.
 
I use Emacs for everything I can. I started learning it as a graduate student in Statistics in order to use the ESS package. ESS lets you run R within Emacs, which is really nice for developing programs and performing data analysis interactively. I have discovered many Emacs packages through the years, but lately I have been learning the excellent org-mode package. Org-mode is designed so that you can get started with very minimal knowledge of its capabilities.  You can ignore the more complicated aspects of it if you do not need them, and still have a great system for general organizational tasks and note taking. I think it is worth learning Emacs just so you can use org-mode!
 
Since I am so familiar with Emacs, and work in it daily, I really wanted to use it to write posts. Ideally, I would like to write my blog entries in org-mode, and be able to use in-line R code. The text and R code should be output to HTML and published to my blog. This HTML generation is possible because org-mode has a fantastic feature that exports to various formats, including HTML.  This is beneficial since then all of my headlines, lists, tables, and source code markup in org-mode will be carried over to the HTML automatically.
 
Using the tools already available for Emacs, creating the HTML turned out to be much easier than I initially thought.  The vast majority of the time preparing this was spent learning about those tools, and figuring out how to combine them in the right way to accomplish what I wanted to do.
 
To summarize, my goals were to:
 
I really enjoy using R.  Since I plan to write about statistics, and especially statistical computing, I imagine many of my posts will contain R code. R comes with an interesting function called Sweave.  Sweave allows you to incorporate R commands within a document you are writing wrapped in a special syntax, see some demos.  So you might be writing some  or HTML and interweaving R code. After you run the Sweave function using the source (e.g., HTML) document as the input, a new file is created that replaces the R code with the results of the commands.  This might sound simple, but it leads to a very powerful model for report generation and reproducible research. My goal was to somehow get publishable HTML from a source org-mode file after running Sweave on it. For example, say I want to generate 100 samples from a normal distribution with mean 10, and summarize the results.
 
I do not want to have to actually type any of the summary output, of course, but I also don’t have to even copy and paste it.  What I can type is the R code to produce the output, and wrap it in Sweave syntax, like this:
 
When I prepare this post for publishing, Sweave will run the R code and insert the output in place of the Sweave commands.  I have wrapped the Sweave syntax in org-mode’s special BEGIN SRC construct, so that when I export to HTML, org-mode will properly syntax highlight the output using the htmlize package, as inspired by this post on using the htmlize package with Erlang.  The only elisp I had to write was the following.
 
All the first function is doing is running an input file (an org-mode file) through Sweave with the RweaveAsciidoc driver found in the R ascii package. It basically just puts in the R output as plain text, as opposed to  code or HTML.
 
The rest of the elisp function manipulates the output in some trivial ways. The explanation for the replacement of the four dashes is that the RweaveAsciidoc Sweave driver produces the dashed string both before and after the R output as a visual offset, since asciidoc uses that as a markup indicator.  I did not need that, since my output will not be fed through asciidoc, but rather the org-mode HTML exporter, so I simply replace the dashes found at the beginning of a line with the empty string. The last trick I had to do was to replace the R syntax highlighting with R-transcript syntax highlighting, since the results of Sweave are essentially a transcript of the R commands entered, not the actual R code. Finally, the resulting HTML produced by the org exporter has its pre tags modified with custom colors and font size.
 
There are a few loose ends that I didn’t have time to clean up yet. I would like to modify my Lisp function to work on regions if mark is set and transient-mark-mode is enabled.  As of now, it just works on the whole buffer.  The idea would be to have an org-mode file, say blog.org, that would have a top-level headline for each entry. You could then highlight that entry and publish it.  I realize this is fairly trivial to implement, but it is not done yet.
 
I also want to investigate the publishing feature of org-mode, and see if there is any value add to using weblogger mode in Emacs. Using that, I could have a full Emacs solution to posting new entries, without even having to go into WordPress to paste HTML as I have done now. As an aside, I found longlines-mode in Emacs very useful for writing this post in org-mode, so that there are not newlines in random spots when the HTML is produced.
 
I have not tested how plotting from R works in this system.  It would be great to be able to generate in-line graphics in my posts using R commands to construct plots.
 
Finally, it looks like there is a really interesting project on worg called org-babel that will allow not only weaving of R, but many other languages including Ruby, elisp, and shell scripts, turning org-mode into a platform for literate programming. I also just saw blorgit, a blogging engine in org-mode that makes use of the git version control system.
 
My function provided above should work if you have a recent version of org-mode, R, ESS, and the ascii package installed on your system. I have bound the function to F5 on my keyboard, so just hitting F5 in my org-mode buffer will create an HTML buffer and copy its contents to the kill-ring for pasting into WordPress.
 When I started this process, I assumed I would have to write at least a few elisp functions, and possibly some extensions to org-mode, perhaps even an Sweave driver.  After thoroughly examining the available tools, I ended up only having to write, in effect, one lisp function, and that is only a utility function to automate the combination of solutions I found.  The moral is that while often times you will have to write your own functions to get the exact behavior you are after, it does pay to really research what is out there already.  I found a solution to my problem, org-mode, that allows a much more flexible framework for extensions and has been thoroughly tested. I now get to enjoy the benefits of whatever future enhancements org-mode comes up with, including extensions by other org-mode users.  In particular, the org-babel functionality looks very promising to replace or augment some of my work here. So before you write your own packages, research what others have already done. At the very least, you’ll know what value you are adding by doing it your own way, which is the lesson I took away from Tukey’s rule.
 "	 0 Comments
Power Analysis for mixed-effect models in R	https://www.r-bloggers.com/2009/09/power-analysis-for-mixed-effect-models-in-r/	September 18, 2009	toddjobe	"The power of a statistical test is the probability that a null
hypothesis will be rejected when the alternative hypothesis is true.
In lay terms, power is your ability to refine or “prove” your
expectations from the data you collect.  The most frequent motivation
for estimating the power of a study is to figure out what sample size
will be needed to observe a treatment effect.  Given a set of pilot
data or some other estimate of the variation in a sample, we can use
power analysis to inform how much additional data we should collect.
 
I recently did a power analysis on a set of pilot data for a long-term
monitoring study of the US National Park Service.  I thought I would
share some of the things I learned and a bit of R code for others that
might need to do something like this.  If you aren’t into power
analysis, the code below may still be useful as examples of how to use
the error handling functions in R (withCallingHandlers,
withRestarts), parallel programming using the snow
package, and linear mixed effect regression using nlme.  If you
have any suggestions for improvement or if I got something wrong on
the analysis, I’d love to hear from you.
 The study system was cobblebars along the Cumberland river in Big
South Fork National Park (Kentucky and Tennessee, United States).
Cobblebars are typically dominated by grassy vegetation that include
disjunct tall-grass prairie species.  It is hypothesized that woody
species will encroach onto cobblebars if they are not seasonally
scoured by floods.  The purpose of the NPS sampling was to observe
changes in woody cover through time.  The study design consisted of
two-stages of clustering: the first being cobblebars, and the second
being transects within cobblebars.  The response variable was the
percentage of the transect that was woody vegetation.  Because of
the clustered design, the inferential model for this study design
has mixed-effects.  I used a simple varying intercept
model:
 

 
where y is the percent of each transect in woody vegetation sampled
n times within J cobblebars, each with K transects.  The
parameter of inference for the purpose of monitoring change in woody
vegetation through time is β, the rate at which cover changes as
a function of time.  α, γ, σ2γ, and
σ2y are hyper-parameters that describe the hierarchical
variance structure inherent in the clustered sampling design.
 
Below is the function code used I used to regress the pilot data.  It
should be noted that with this function you can log or logit transform
the response variable (percentage of transect that is woody).  I put
this in because the responses are proportions (0,1) and errors should
technically follow a beta-distribution.  Log and logit transforms with
Gaussian errors could approximate this. I ran all the models with
transformed and untransformed response, and the results did not vary
at all.  So, I stuck with untransformed responses:
 
Here are the results from this regression of the pilot data:
 When I decided upon the inferential model the first thing that
occurred to me was that I never learned in any statistics course I
had taken how to do such a power analysis on a multi-level model.
I've taken more statistics courses than I'd like to count and taught
my own statistics courses for undergrads and graduate students, and
the only exposure to power analysis that I had was in the context of
simple t-tests or ANOVA.  You learn about it in your first 2
statistics courses, then it rarely if ever comes up again until you
actually need it.
 
I was, however, able to find a great resource on power analysis from
a Bayesian perspective in the excellent book ""Data Analysis Using
Regression and Multilevel/Hierarchical Models"" by Andrew Gelman and
Jennifer Hill.  Andrew Gelman has thought and debated about power
analysis and you can get more from his blog.  The approach in the
book is a simulation-based one and I have adopted it for this
analysis.
 For the current analysis we needed to know three things: effect
size, sample size, and estimates of population variance. We set
effect size beforehand.  In this context, the parameter of interest
is the rate of change in woody cover through time β, and
effect size is simply how large or small a value of β you want
to distinguish with a regression.  Sample size is also set a   priori. In the analysis we want to vary sample size by varying the
number of cobblebars, the number of transects per cobblebar or the
number of years the study is conducted.  
 
The population variance cannot be known precisely, and this is where
the pilot data come in.  By regressing the pilot data using the
model we can obtain estimates of all the different components of the
variance (cobblebars, transects within cobblebars, and the residual
variance).  Below is the R function that will return all the
hyperparameters (and β) from the regression:
 
To calculate power we to regress the simulated data in the same way we
did the pilot data, and check for a significant β.  Since
optimization is done using numeric methods there is always the chance
that the optimization will not work.  So, we make sure the regression
on the fake data catches and recovers from all errors.  The solution
for error recovery is to simply try the regression on a new set of
fake data.  This function is a pretty good example of using the R
error handling function withCallingHandlers and
withRestarts.
 
To calculate the power of a particular design we run
fakeModWithRestarts 1000 times and look at the proportion of
significant β values:
 
Finally, we want to perform this analysis on many different sampling
designs.  In my case I did all combinations of set of effect sizes,
cobblebars, transects, and years.  So, I generated the appropriate designs:
 
Once we know our effect sizes, the different sample sizes we want,
and the estimates of population variance we can generate simulated
dataset that are similar to the pilot data.  To calculate power we
simply simulate a large number of dataset and calculate the
proportion of slopes, β that are significantly different from
zero (p-value < 0.05).  This procedure is repeated for all the
effect sizes and sample sizes of interest. Here is the code for
generating a simulated dataset. It also does the work of doing the
inverse transform of the response variables if necessary.
 
Then I performed the power calculations on each of these designs.  This
could take a long time, so I set this procedure to use parallel processing
if needed.  Note that I had to re-~source~ the file with all the
necessary functions for each processor.
 
The output of the powerAnalysis function is a data frame with
columns for the power and all the sample design settings.  So, I wrote
a custom plotting function for this data frame:
 
Below is the figure for the cobblebar power analysis.  I won't go into
detail on what the results mean since I am concerned here with
illustrating the technique and the R code.  Obviously, as the number of
cobblebars and transects per year increase, so does power.  And, as
the effect size increases, observing it with a test is easier.
 

  Author: Todd Jobe

  Date: 2009-09-18 Fri HTML generated by org-mode 6.30trans in emacs 22 "	 0 Comments
Web-Based Multilevel Modeling	https://www.r-bloggers.com/2009/09/web-based-multilevel-modeling/	September 18, 2009	jebyrnes	This is tremendously cool.  A nice intuitive web-based interface for the lme4 package in R (and you neither need to know R or understand the intricacies of the lme4 package) that gives you pdf output and plots.  If you just want to play around and not worry about coding things up, it’s a great little option.  Be sure to check out the demo video. 	 0 Comments
Set your R working directory in TextWrangler	https://www.r-bloggers.com/2009/09/set-your-r-working-directory-in-textwrangler/	September 18, 2009	[email protected]		 0 Comments
R Community in Australia	https://www.r-bloggers.com/2009/09/r-community-in-australia/	September 17, 2009	Jeromy Anglim		 0 Comments
Workflow in R	https://www.r-bloggers.com/2009/09/workflow-in-r/	September 17, 2009	Rob J Hyndman	This came up recently on StackOverflow. One of the answers was particularly helpful and I plan to adopt this for my future work. In fact, it is close to what I already do, but is a little more structured. The idea is to break the code into four files, all stored in your project directory. These four files are to be processed in the following order. It is a good idea to save your workspace after each file is run. There are many advantages to this set up. First, you don’t have to reload the data each time you make a change in a subsequent step. Second, if you come back to an old project, you will be able to work out what was done relatively quickly. It also forces a certain amount of structured thinking in what you are doing, which is helpful. Often there will be bits and pieces of code that you write, but don’t end up using, yet don’t want to delete. These should either be commented out or saved in files with other names. All analysis from reading data to producing the final results should be reproducible by simply source()ing these four files in order with no further user intervention. 	 0 Comments
Example 7.12: Calculate and plot a running average	https://www.r-bloggers.com/2009/09/example-7-12-calculate-and-plot-a-running-average/	September 17, 2009	Nick Horton		 0 Comments
Comments on “Introduction to Scientific Programming and Simulation Using R”	https://www.r-bloggers.com/2009/09/comments-on-introduction-to-scientific-programming-and-simulation-using-r/	September 17, 2009	Jeromy Anglim		 0 Comments
R clinic this week: Regression Modeling Strategies in R	https://www.r-bloggers.com/2009/09/r-clinic-this-week-regression-modeling-strategies-in-r/	September 16, 2009	Stephen Turner		 0 Comments
Multiple Linear Regression	https://www.r-bloggers.com/2009/09/multiple-linear-regression/	September 14, 2009	rtutor.chiyau	"

A multiple linear regression (MLR) model that describes a dependent variable
y by independent variables x1, x2, …, xp (p > 1) is expressed by the equation as
follows, where the numbers α and βk (k = 1, 2, …, p) are the parameters, and ϵ is the
error term.
    read more "	 0 Comments
Find the function you’re looking for in R	https://www.r-bloggers.com/2009/09/find-the-function-youre-looking-for-in-r/	September 14, 2009	Stephen Turner		 0 Comments
Chicago Half Marathon 2009	https://www.r-bloggers.com/2009/09/chicago-half-marathon-2009/	September 13, 2009	Thinking inside the box	"

As for the race itself, I didn’t run it quite as evenly as I had hoped, faded
a little around mile ten and eleven and came in at 1:34:54, or just under
7:15 min/mile.  Not a bad time—I have done better (e.g.
last year)
but also worse. All in all still one my very favourite races, and this year
with a once-again improved course that featured even more running along the 
lake. I will probably be back next year.

 "	 0 Comments
Finding an R function	https://www.r-bloggers.com/2009/09/finding-an-r-function/	September 13, 2009	Rob J Hyndman	"Suppose you want a function to fit a neural network. What’s the best way to find it? Here are three steps that help to find the elusive function relatively quickly. First, use help.search(""neural"") or the shorthand ??neural. This will search the help files of installed packages for the word “neural”. Actually, fuzzy matching is used so it returns pages that have words similar to “neural” such as “natural”. For a stricter search, use help.search(""neural"",agrep=FALSE). The following results were returned for me (using the stricter search). If you want to look through packages that you have not necessarily installed, you could try using the findFn function in the sos package. This function searches the help pages of packages covered by the RSiteSearch archives (which includes all packages on CRAN). For example returns 206 matches (on 13 September 2009) from over 60 packages. These are ordered based on a relevance score, so the top few packages on the list are probably the most useful. (There’s a good discussion of findFn here.) To look even further afield, use RSiteSearch(""neural"") which will send your search to R site search. As well as CRAN packages, this covers the  R-help mailing list archives, help pages, vignettes and task views. Still no luck? Try Rseek.org. It’s a restricted Google search covering on R-related sites. Finally, if all else fails, try asking a question on StackOverflow (make sure your question is tagged with “r”),  or send your question to the R-help mailing list. Both usually solicit replies in under an hour. However, don’t do this without first trying to find the function using one of the other methods. "	 0 Comments
New R package: sos	https://www.r-bloggers.com/2009/09/new-r-package-sos/	September 12, 2009	romain francois	Searching help pages of contributed packages just got easier with the release of the new sos package. This is a replacement for and substantial enhancement of the existing “RSiteSearch” package.  To learn more about it, try vignette(“sos”) We hope you find this as useful as we have. Spencer Graves, Sundar Dorai-Raj, Romain Francois 	 0 Comments
Aggregating SSURGO Data in R	https://www.r-bloggers.com/2009/09/aggregating-ssurgo-data-in-r/	September 10, 2009	dylan	" 
Premise
SSURGO is a digital, high-resolution (1:24,000), soil survey database produced by the USDA-NRCS. It is one of the largest and most complete spatial databases in the world; and is available for nearly the entire USA at no cost. These data are distributed as a combination of geographic and text data, representing soil map units and their associated properties. Unfortunately the text files do not come with column headers, so a template is required to make sense of the data. Alternatively, one can use an MS Access template to attach column names, generate reports, and other such tasks. CSV file can be exported from the MS Access database for further use. A follow-up post with text file headers, and complete PostgreSQL database schema will contain details on implementing a SSURGO database without using MS Access.  If you happen to have some of the SSURGO tabular data that includes column names, the following R code may be of general interest for resolving the 1:many:many hierarchy of relationships required to make a thematic map.  
This is the format we want the data to be in 
 
So we can make a map like this
 read more "	 0 Comments
Machine Learning in R	https://www.r-bloggers.com/2009/09/machine-learning-in-r/	September 10, 2009	Stephen Turner		 0 Comments
brew: Creating Repetitive Reports	https://www.r-bloggers.com/2009/09/brew-creating-repetitive-reports/	September 9, 2009	learnr	"United Nations report World Population Prospects: The 2008 Revision (highlights available here) provides data about the historical and forecasted population of the country. In exploring the future and past population trends it is relatively easy to subset the dataset by your selected variable. Likewise, it is straightforward to produce a 263 page pdf-file that shows the population trend between 1950 – 2005 for all the countries in the dataset. However, if one would like to create a report showing some summary tables and graphs along with some textual description for all the countries, then the process becomes more complicated. This is exactly what the brew() package written by Jeffrey Horner was designed to help the users with. brew “implements a templating framework for mixing text and R code for report generation” and makes it very easy to generate repetitive reports which is of great help for example in performing exploratory analysis on a large dataset with many variables.  
 The report-generation can be split into three parts: Data preparation script is saved in the popreportdata.R file which is later sourced into the brew template. In fact I would like to explore the data by continent rather than by country, so in order to do this the first step is to group the countries by continent with the help of Isocodes package that contains standard country or area codes and geographical regions used by UN. countries dataframe contains now regional classification for each country. Next step is to merge a subset of this information with the population data. In this step the graphs are saved to the disk using ggsave, and a list of lists with four dataframes about each continent is returned. My report template is essentially a latex document which includes an R code loop wrapped in brew syntax. To make it easier to generate the latex statements for inclusion of graphs and tables, a few helper functions are defined first. Brew syntax is really very simple to use. From the help file: The resulting pdf-file can be seen here "	 0 Comments
search the graph gallery from R	https://www.r-bloggers.com/2009/09/search-the-graph-gallery-from-r/	September 8, 2009	romain francois	This is a short code snippet that is motivated by this thread on r-help yesterday. The gallery contains a search engine textbox (top-right) that can be used to search for content in the website using either its internal crude search engine or perform a google search restricted to the gallery.  Here we write a small R function that can be used to take advantage of the search engine, from R 	 0 Comments
new R package : ant	https://www.r-bloggers.com/2009/09/new-r-package-ant/	September 8, 2009	romain francois	The ant package has been released to CRAN yesterday. As discussed in previous posts in this blog (here and here), the ant R package provides an R-aware version of the ant build tool from the apache project.  The package contains an R script that can be used to invoke ant with enough plumbing so that it can use R code during the build process. Calling the script is further simplified with the ant function included in the package.  The simplest way to take advantage of this package is to add it to the Depends list of yours, include a java source tree somewhere in your package tree (most likely somewhere in the inst tree) with a build.xml file, and include a configure and configure.win script at the root of the package that contains something like this:  This will be further illustrated with the demo package helloJavaWorld in future posts 	 0 Comments
Comparison between 15 different cities…	https://www.r-bloggers.com/2009/09/comparison-between-15-different-cities/	September 6, 2009	the R user...		 0 Comments
RQuantLib 0.3.0 Windows build snag	https://www.r-bloggers.com/2009/09/rquantlib-0-3-0-windows-build-snag/	September 6, 2009	Thinking inside the box		 0 Comments
RQuantLib 0.3.0 released	https://www.r-bloggers.com/2009/09/rquantlib-0-3-0-released/	September 5, 2009	Thinking inside the box	"

This version, the first in a new ‘0.3.*’ release series, contains all the
work that Khanh Nguyen did during his Google Summer of Code participation
which I had mentioned a while
back and for which I acted as mentor.

 

And Khanh did great. We now have a lot more Fixed Income
functionality; I include the full ChangeLog entry below.  I also added some
simple calendaring support and the odd fix here or there while mentoring.
All of this had been available while technically ‘in progress’ thanks to
support provided by the R-Forge project
hosting where SVN checkouts as well as nightly binaries are provided.
A few more details are on the 
RQuantLib page
and I hope to add a few more examples.

 
As promised, the ChangeLog entry:

 "	 0 Comments
Polynomial regression techniques	https://www.r-bloggers.com/2009/09/polynomial-regression-techniques/	September 5, 2009	Todos Logos		 0 Comments
R Flashmob	https://www.r-bloggers.com/2009/09/r-flashmob/	September 4, 2009	Tal Galili	"Today I noticed a call for R users to gather around a single campfire for one hour and share their questions and answers. The campfire name is stackoverflow.com, a site dedicated for handling programming questions. The event details are bellow: 
 From: The R Flashmob Project
Subject: R Flashmob #2 You are invited to take part in R Flashmob, the project that makes the
world a better place by posting helpful questions and answers about the
R statistical language to the programmer’s Q & A site stackoverflow.com Please forward this to other people you know who might like to join. FAQ Q. Why would I want to join an inexplicable R mob? A. Tons of other people are doing it. Q. Why else? A. Stackoverflow was built specifically for handling programming questions.
It’s a better mousetrap. It offers search (and is well indexed by search engines),
tagging, voting, the ability to choose the “best” answer to a question, and the ability to
edit questions and answers as technology progresses. It has a karma system to
reward people who are happy to help and discourage MLJs (mailing list jerks). Q. Do the organizers of this MOB have any commercial interest in stackoverflow? A. None at all. We’re just convinced it is the best way to help and promote R. All
the content submitted to stackoverflow is protected by a Creative Commons
CC-Wiki License, meaning anyone is free to copy, distribute, transmit, and
remix the information on stackoverflow. All the content on stackoverflow is
regularly made available for download by the public. INSTRUCTIONS – R MOB #2
Location: stackoverflow.com
Start Date: Tuesday, September 8th, 2009
Start Time:
10:04 AM – US Pacific
11:04 AM – US Mountain
12:04 PM – US Central
1:04 PM – US Eastern
6:04 PM – UK
7:04 PM – Continental W. Europe
5:04 AM (Weds) – New Zealand (birthplace of R)
Duration: 50 minutes (1) At some point during the day on September 8th, synchronize your watch to
http://timeanddate.com/worldclock/personal.html?cities=137,75,64,179,136,37,22 (2) The mob should form at precisely 4 minutes past the hour and not beforehand. (3) At 4 minutes past the hour, you should arrive at stackoverflow.com, log in,
and post 3 R questions. Be sure to tag the questions “R”. See the posting
guidelines at http://stackoverflow.com/faq to understand what makes a good
question. (4) Follow R Flashmob updates at http://twitter.com/rstatsmob (5) Post twitter messages tagged #rstats and #rstatsmob during the mob,
providing links to your questions. (6) During the R MOB, you can chat with other participants on the #R channel
on IRC (freenode). To do this, install the Chatzilla extension on Firefox.
Click “freenode” on the main screen. Then type /join #R in the field at the
bottom of the screen. Then chat. (7) If you finish posting your three questions within the 50 minutes, stick
around to answer questions and give “up votes” to good questions and answers. (8) IMPORTANT: After posting, sign the R Flashmob guestbook at
http://bit.ly/6F8B2 (9) Return to what you would otherwise have been doing. Await
instructions for R MOB #3. This invitation already gained exposure from 3 blogs: I am waiting to see who else will join the fun. "	 0 Comments
ClipPath copies filename and path from windows for loading into R	https://www.r-bloggers.com/2009/09/clippath-copies-filename-and-path-from-windows-for-loading-into-r/	September 4, 2009	Stephen Turner		 0 Comments
R Flashmob #2	https://www.r-bloggers.com/2009/09/r-flashmob-2/	September 4, 2009	Paolo		 0 Comments
Compiling and Cross-compiling R packages for Windows (win32)	https://www.r-bloggers.com/2009/09/compiling-and-cross-compiling-r-packages-for-windows-win32/	September 3, 2009	Vinh Nguyen	"so recently i’m learning how to compile and cross-compile R packages from source for windows machines, which means i have to create windows binaries.   the first option is to build on a windows system, and the 2nd is to cross-build on an intel-based linux or mac system.  i will outline my experience. Send it off to a Build Farm
If you have the source package ready for install on a linux based system, you can send it off to a server and have it automatically build.  This is probably the easiest way. Building R packages and binaries on a Windows system.
References:
http://cran.r-project.org/doc/manuals/R-admin.html#Building-from-source
http://faculty.chicagobooth.edu/peter.rossi/research/bayes%20book/bayesm/Making%20R%20Packages%20Under%20Windows.pdf
http://www.biostat.wisc.edu/~kbroman/Rintro/Rwinpack.html
Requirements:
Rtools and R source file At the time of this writing, I am using R 2.9.2 and using Rtools29.
1.  First, install Rtools, which includes some basic unix utilities, compilers (MinGW), windows compatible perl, unicode, Tcl, and some bitmap stuff.
Install should be in C:Rtools and C:R.  Go ahead and install everything, including the Tcl stuff.  In the install, go ahead and click modify Path variable if you have admin access.  if not, add the subfolders of Rtools that has bin into the user ‘Path’ variable (either for User or for System) from the Control Panel > System > something > Advanced tab > Environment variable button.  The variable should be something like ‘H:Rtoolsbin;H:RtoolsMinGWbin;H:Rtoolsperlbin’.
2.  go to start > run > cmd to open a command window.  I placed my R source tar.gz file in H:R.  now, use tar zxvf to unarchive it.
3.   Move H:RTcl into the R-version folder that we just unarchived.  Move the folders ‘unicode’ and ‘bitmap’ from H:Rsrcgnuwin32 into R-versionsrcgnuwin32.  Main thing is we need the iconv.dll file.
4.  goto R-versionsrcgnuwin32.   type make (or make all) to compile.  this gave me a couple errors.  if u don’t have Tcl in the right location, edit the R-versionsrcgnu32MkRules and change the path for Tcl.  I also got an error where it couldn’t find the /tmp/ folder, so i just created H:tmp.  R successfully compiled: see R-versionbin.
5.  To make the windows binaries, I have a package folder prepared under mac/linux.  I copied it to the windows machine, and i did something like in H:R (where the package folder is in, say H:RMyPackage):
H:RR-versionbinRcmd.exe build –binary MyPackage
The source should be compiled into a dll and i get a zip file where i could install on other windows machines. Cross building package win32 (windows) binaries on an intel-based mac or linux
Since i don’t have a windows system (i did it on my brother’s computer), it could be convenient to build this on my mac or linux system.  The R core team used to support cross building, but stripped support as of v 2.9.  I first outline my experience with R 2.8 on my Mac OS X.  Look at the R-admin help file for cross-building in the 2.8.  I also got help from this post on R-dev, and a few inquiries with the poster through email. Requirements:
R source code file
MinGW for mac (I installed v.4.3.0 binaries and added the location to my PATH variable)
R (mac/linux, your system) binaries (version must match that of source.  i had R 2.8 currently installed at the time, so i cross-build this version).
R win32 binaries (same version as well): u can install this from source using the cross-build stuff, but i kept getting errors.  so, what i did, was used the windows installer and installed it using Wine on my Mac (~/.wine/drive_c/Program Files/R/R-version/ — the space in Program Files isn’t good, so i made a softlink via ln -s to ~/R) In R-version (extracted somewher), go to /src/gnuwin32, edit MkRules, changed:
BUILD=CROSS
no CHM, this version picks this up by default with CROSS
BINPREF=i386-mingw32-##i586-mingw32-
R_EXE=/usr/bin/R###’I failed to read the instructions to set R_EXE in MkRules’ Now, suppose the name of my package is MyPackage and it is locted in /Users/vinh/Downloads/Rwin/ (MyPackage folder is in here) Instructions here are found in README.package of gnuwin32: in my gnuwin32 folder, i did: Now I have MyPackage.zip that can be installed on windows machines!
Remember, ~/R is the softlinked version of where my windows version of R is. Next, i’m going to attempt cross-compiling on R 2.9.2, where support is no longer supported, but as the post i referenced above described, this should still be do-able. I will update this. "	 0 Comments
Let’s All Go Down to the Barplot!	https://www.r-bloggers.com/2009/09/let%e2%80%99s-all-go-down-to-the-barplot/	September 3, 2009	jebyrnes	"I’m back for another pean to ANOVA-loving experimental ecology.  Barplots (or point-range plots – but which is better is a discussion for a different time) are the thing!  And a friend of mine was recently asking me how to do a decent barplot with ggplot2 for data of moderate complexity (e.g., a 2-way ANOVA). So I tried it. And then I hit my head against a wall for a little while. And then I think I figured it out, so, I figured I’d post it so that there is less head-smashing in the world. To do a boxplot is simple.  And may statisticians would argue that they are more informative, so, really, we should abandon barplots.  Take the following example which looks at the highway milage of cars of various classes in two years. A few notes.  The x-axis her is class.  The fill attribute splits things by year (which is continuous, so we need to make it look like a factor).  And the final position=”dodge” really is the key.  It splits the bars for different years apart, and it shall come into play again in a moment. This code produces a perfectly nice boxplot:  Lovely!  Unless you want a barplot.  For this, two things must happen.  First, you need to get the average and standard error values that you desire.  I do this using ddply (natch).  Second, you’ll need to add in some error bars using geom_errorbar.  In your geom_errorbar, you’ll need to invoke the position statement again. This produces a perfectly serviceable and easily intelligible boxplot.  Only.  Only…  well, it’s time for a confession. I hate the whiskers on error bars.  Those weird horizontal things, they make my stomach uneasy.  And the default for geom_errorbar makes them huge and looming.  What purpose do they really serve?  OK, don’t answer that.  Still, they offend the little Edward Tufte in me (that must be very little, as I’m using barplots). So, I set about playing with width and other things to make whisker-less error bars.  Fortunately for me, there is geom_linerange, that does the same thing, but with a hitch.  It’s “dodge” needs to be told just how far to dodge.  I admit, here, I played about with values until I found ones that worked, so your milage may vary depending on how many treatment levels you have.  Either way, the resulting graph was rather nice. And voila!  So, enjoy yet another nifty capability of ggplot2!
 Great!  I will say this, though.  I have also played around with data with unequal representation of treatments (e.g., replace year with class or something in the previous example) – and, aside from making empty rows for missing treatment combinations, the plots are a little funny.  Bars expand to fill up space left by vacant treatments.  Try qplot(class, hwy, data=mpg, fill= manufacturer, geom=""boxplot"") to see what I mean.  If anyone knows how to change this, so all bar widths are the same, I’d love to hear it. "	 0 Comments
Truncated Normal Distribution	https://www.r-bloggers.com/2009/09/truncated-normal-distribution/	September 3, 2009	Forester		 0 Comments
update on the ant package	https://www.r-bloggers.com/2009/09/update-on-the-ant-package/	September 3, 2009	romain francois	"I have updated the ant package I described yesterday in this blog to add several things 
 The package now includes a demonstrative build.xml file in the examples directory Here is the result "	 0 Comments
Learning ggplot2: 2D plot with histograms for each dimension	https://www.r-bloggers.com/2009/09/learning-ggplot2-2d-plot-with-histograms-for-each-dimension/	September 3, 2009	Michael Kuhn		 0 Comments
Fitting lactation curves/functions in R	https://www.r-bloggers.com/2009/09/fitting-lactation-curvesfunctions-in-r/	September 3, 2009	Gregor Gorjanc		 0 Comments
